assuntos;tipos
solicita nos termos regimentais , agendamento da data 14/05 do corrente ano , para a realização de audiência pública com objetivos de ;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando providências para a retirada de poste sem utilização localizado na avenida getúlio vargas , no bairro de petrópolis;REQUERIMENTO
requer que seja enviado ofício à sttu , solicitando a instalação de instrumento para redução de velocidade na avenida prudente de morais , em frente à escola estadual mascarenhas homem , no bairro de lagoa nova;REQUERIMENTO
solicita à secretaria municipal de educação sme uma cobertura para área do refeitório do cmei mailde ferreira pinto galvãolocalizada na zona norte de natal;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando a recuperação da pavimentação e troca das grades de drenagens de concreto , da rua djalma maranhão , bairro nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado ofício à caern companhia de águas e esgotos do rio grande do norte , solicitando a reposição dos paralelepípedos da travessa desembargador sinval moreira dias , bairro nova descoberta , zona sul de natal/rn;REQUERIMENTO
requer que seja enviado ofício à semov , solicitando pavimentação da rua pantanal , 3ª etapa , conjunto pirangi , bairro neópolis , zona sul natal/rn;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a podação de árvore na rua camaragibe , próximo ao mercadinho florânia , no bairro mâe luiza;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a restauração e manutenção da praça dos eucaliptos , no bairro de candelária;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a podação de árvores da praça do largo interventor ubaldo bezerra , no bairro candelária;REQUERIMENTO
requer que seja enviado ofício à semov solicitando o recapeamento asfáltico na travessa pernambuco , em frente ao cnei jesiel figueiredo , no bairro cidade da esperança , natal/rn ;REQUERIMENTO
requer que seja enviado ofício ao gabinete do prefeito álvaro dias , solicitando o retorno da comissão de licitação para as secretarias de educação e saúde do município de natal/rn;REQUERIMENTO
requer que seja realizado sessão solene para entrega de título de cidadão natalence ao sr. josé dos santos figueirêdo no dia 17 de abril de 2019 , decreto legislativo nº 1443/2019;REQUERIMENTO
requer junto a urbana limpeza geral canteiro r caapeba lagoa azul;REQUERIMENTO
requerer à semsur , solicitando troca de lâmpada postes f5 059 , rua alice câmara cep 59073077;REQUERIMENTO
requer ofício ao governo do estado do rn solicitando seja implantada uma dema na zona oeste;REQUERIMENTO
requer a construção de um busto , na cidade do natal , em homenagem ao expresidente café filho;REQUERIMENTO
requer que seja enviado a semsur , solicitando poda de árvores , localizada na av acarauconjunto panatis;REQUERIMENTO
requer que seja enviado ofício á semsursolicitando iluminação do poste d2007 , localizado na rua general glicério , ribeira;REQUERIMENTO
requer que seja agendada para o dia 28 de maio de 2019 , às 09:00 horas , no plenário desta casa legislativa audiência pública para ;REQUERIMENTO
requer que seja agendada para o dia 12 de junho de 2019 , às 09:00 horas , no plenário desta casa legislativa audiência pública para educação como prioridade , o fundeb não pode acabar ;REQUERIMENTO
requer que seja agendada para o dia 09 de maio de 2019 , às 09:00 horas , no plenário desta casa legislativa audiência pública para discutir o discutir a proposta de emenda à constituição federal pec06/2019 que modifica o sistema de previdência social , estabelecendo regras de transição e disposição transitória e dá outras providências ;REQUERIMENTO
requer que seja enviado ofício à urbana , solicitando que seja feita a poda das árvores e limpeza de toda extensão do canteiro central da rua estrela do mar , conjunto alagamar , bairro ponta negra;REQUERIMENTO
requer que seja enviado ofício àsemsur , solicitando poda das árvores das ruas são braz e cachoeira dourada , localizadas nos conjuntos jiqui e pirangi , bairro neópolis;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a limpeza geral com poda de árvores , pintura , capinação e também a troca de lâmpadas queimadas nos 8 oito cemitérios públicos vila de ponta negra , nova descoberta , bom pastor i e ii , alecrim , igapó , pajuçara e redinha;REQUERIMENTO
requer que seja enviado o ofício à semdas , solicitando com a máxima urgência a implementação de 4 quatro câmara de monitoramento com alta definição na ponte newton navarro;REQUERIMENTO
requer que seja enviado a semurb , solicitando a colocação das placas de identificação e de sinalização , discriminando nas mesmas avenidas , bairros , ruas , conjuntos , loteamento , e ceps da cidade do natal/rn ;REQUERIMENTO
requer a liberação da quadra de palácio dos esportes djalma maranhão , para realização do ensaio geral que será realizado no dia 09/06 do corrente ano , as 09:00 horas , nesta capital;REQUERIMENTO
solicita o espaço do teatro de cultra popular chico daniel , da mesma fundação supramencionada , para realização da apresentação da 24/06 do corrente ano , as 19:00 horas , nesta capital;REQUERIMENTO
ém o resgate da feira cultural , feira de gastronomia , parque infantil e atividades culturais no qual as atrações ocorriam na árvore de mirassol , zona sul dessa capital;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a extração de raízes de árvores localizadas à rua da esmeralda , conjpotilândia , lagoa nova;REQUERIMENTO
requer que seja enviado ofício à semsur , solicitando a substituição de lâmpadas em postes de número e7361 , rua monte sinai , capim macio;REQUERIMENTO
requer que seja enviado ofício à sel , solicitando limpeza e revitalização da quadra de esportes e campo de futebol localizados à rua jequié conjsoledade i , potengi;REQUERIMENTO
dispõe sobre o envio de informações à câmara municipal de natal sobre pedidos de providências , por meio de requerimentos e de indicações , remetidos ao poder executivo municipal e dá outras providências;PROJETO DE LEI
institui o programa municipal de saúde do homem e dá outras providências;PROJETO DE LEI
institui a semana de combate à intimidação sistemática bullying e cyberbullying nas escolas do município de natal , e dá outras providências;PROJETO DE LEI
institui o `` dia municipal do profissional coach '' , no âmbito do município de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre a utilização de energia solar para o funcionamento de semáforos no município de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre a obrigatoriedade das empresas prestadoras de serviço a , previamente , informar aos consumidores , dados dos funcionários que executarão os serviços demandados em suas residências ou sedes , e determina providências conexas;PROJETO DE LEI
concede título de cidadão natalense ao sr. josé flor sobrinho zé reeira , e dá outras providências;PROJETO DE DECRETO LEGISLATIVO
dispõe sobre a regulamentação do uso de espaços públicos situados na orla , praça , parques e outras áreas verdes do município , para fins de orientação e treinamento , em caráter regular , de atividades físicas e esportivas em grupo , por profissionais de educação física e/ou pessoas jurídicas deste segmento , e dá outras providências;PROJETO DE LEI
de natal , e dá outras providências;PROJETO DE LEI
institui o programa boa visão para idosos no âmbito do município de natal , e dá outras providências;PROJETO DE LEI
nas dependências da administração pública municipal direta e indireta , autárquica e fundacional , por servidores públicos efetivos , contratados ou nomeados para cargos de confiança e de chefias municipais;EMENDA 4 PROJETO DE LEI
autoriza e regulamenta a organização e funcionamento das ações e serviços públicos de saúde , do serviço de terapias e dos procedimentos médicos e odontológicos de caráter complementar no município do natal e dá outras providências;PROJETO DE LEI
estabelece percentual máximo para reajuste das passagens de transportes públicos de passageiros no município de natal , e dá outras providências;PROJETO 6 PROJETO DE LEI
dispõe sobre a possibilidade de o consumidor cancelar contrato de prestação de serviços junto ao procon municipal;PROJETO 7 PROJETO DE LEI
cria a possibilidade de serem utilizados os espaços em escolas de rede pública de ensino , através de parcerias com pessoas jurídicas de direito privado , e dá outras providências;PROJETO OBS A pauta dos requerimentos será lançada diariamente e disponibilizada no site da Câmara Municipal de Natal com a devida antecedência PROJETO DE LEI
dispõe sobre a obrigatoriedade da presença de agentes de trânsito em obras de infraestrutura urbana no município de natal , e dá outras providências;PROJETO DE LEI
projeto de lei que obriga os estabelecimentos que comercializam produtos sob a medida do quilograma a disponibilizarem balanças com visores voltados ao consumidor e dá outras providências;EMENDA 3 PROJETO DE LEI
institui o dia 22 de setembro como o dia do laço branco , dia municipal de mobilização dos homens pelo fim da violência contra as mulheres e dá outras providências;EMENDA 4 PROJETO DE LEI
dispõe sobre o envio de informações à câmara municipal de natal sobre pedidos de providências , por meio de requerimentos e de indicações , remetidos ao poder executivo municipal e dá outras providências;PROJETO DE LEI
institui o programa municipal de saúde do homem e dá outras providências;PROJETO DE LEI
institui a semana de combate à intimidação sistemática bullying e cyberbullying nas escolas do município de natal , e dá outras providências;PROJETO DE LEI
institui o `` dia municipal do profissional coach '' , no âmbito do município de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre a utilização de energia solar para o funcionamento de semáforos no município de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre a obrigatoriedade das empresas prestadoras de serviço a , previamente , informar aos consumidores , dados dos funcionários que executarão os serviços demandados em suas residências ou sedes , e determina providências conexas;PROJETO DE LEI
dispõe sobre as regras para declaração de utilidade pública no município de natal/rn , e revoga as leis nº 1721/67 e nº 2217/74;PROJETO DE LEI
estabelece percentual máximo para reajuste das passagens de transportes públicos de passageiros no município de natal , e dá outras providências;PROJETO DE LEI
dispõe sobre a possibilidade de o consumidor cancelar contrato de prestação de serviços junto ao procon municipal;PROJETO 11 PROJETO DE LEI
