,assunto,n requerimento,partido,vereador
423,"- requer que seja enviado ofício à semov, solicitando operação tapa buraco na rua. josé luis da silva próximo/ou em frente à avenida. das fronteiras no, bairro nossa senhora da apresentação, natal/rn. ",01042/2019,pdt,vera. nina souza 
424,"  - requer que seja enviado ofício à semsur, solicitando que seja feita a instalação de iluminação especial no túnel sobre avenida dos caiapós, conjunto cidade satélite, bairro pitimbu. ",01003/2019,psdb,ver.  paulinho freire 
425,"  - requer que seja enviado ofício à semsur, solicitando que seja feita a instalação de iluminação especial nos dois túneis sobre avenida rio tamanduateí, conjunto cidade satélite, bairro pitimbu. ",01005/2019,psdb,ver.  paulinho freire 
426,"  - requer que seja enviado ofício à sttu, solicitando para que seja feito o deslocamento de uma faixa de pedestre que está localizada na esquina da avenida norton chaves, bairro nova descoberta. a mesma esta causando acidentes com os pedestres que trafegam na via, pós os veículos ao fazer a conversão à direta não consegue visualizar a faixa de pedestre, e assim causam acidentes aos transeuntes que trafegam na avenida. ",01008/2019,psdb,ver.  paulinho freire 
427,"  - requer que seja enviado o ofício à semov, solicitando a operação tapa buraco na rua das rocas, bairro guarapes, sob o cep 59074-680, próximo a academia da 3ª (terceira) idade. ",00809/2019,patriota,ver.  preto aquino 
428," - requer que seja enviado ofício à semov, solicitando operação tapa buraco na avenida antoine de saint' exupéry - bairro pitimbu, sob o cep 59066-430. ",00810/2019,patriota,ver.  preto aquino 
429," - requer que seja enviado requerimento à semsur, solicitando com a máxima urgência a limpeza geral e poda de árvores da praça pacaembú no conjunto gramoré œ bairro lagoa azul. ",00811/2019,patriota,ver.  preto aquino 
430,"(próximo a igreja universal), no bairro: lagoa azul, zona norte da capital ",00976/2019,solicitando,ver.  raniere barbosa œ avante   assunto:       
431,"bairro: lagoa azul, zona norte da capital ",00977/2019,solicitando,ver.  raniere barbosa œ avante   assunto:       
432,"frente a casa de nº 77), na rua: recife- bairro: cidade da esperança, zona oeste desta capital. ",00978/2019,solicitando,ver.  raniere barbosa œ avante   assunto:       
433,"solicitando uma caçamba de areia para o campo de beach soccer, localizado à rua pastor eustáquio lopes da silva, nossa senhora de nazaré. ",00940/2019,requer,ver.  robson carvalho œ pmb   assunto:       
434,"solicitando a poda de árvores localizadas à rua interventor mário câmara, alecrim. ",01027/2019,requer,ver.  robson carvalho œ pmb   assunto:       
435,"ﬁrevisão do plano diretor de natalﬂ, no dia 14 de junho de 2019, às 9h. ",01024/2019,requer,ver. sueldo medeiros œ phs   assunto:       
436,"- requer que seja enviado oficio a urbana, solicitando a limpeza do canteiro central da rua araxá - conjunto pirangi i etapa - neópolis. ",01120/2019,psdc,ver.a ana paula 
437,"- requer que seja enviado ofício à semsur, solicitando a limpeza da praça tarcísio maia, situada na avenida das alagoas  conjunto pirangi i  neópolis. ",01123/2019,psdc,ver.a ana paula 
438,"- requer que seja enviado ofício à semov, solicitando a realização de uma mini-drenagem na avenida são miguel dos caribes, em frente casa 4328  conjunto pirangi ii etapa  neópolis. ",01125/2019,psdc,ver.a ana paula 
439,"de natal, que seja enviado ofício ao ilustríssimo secretário municipal da urbana, josivan cardoso moreno, solicitando mudança do horário e percurso das caçambas de lixo que fazem a retirada do lixão de cidade nova para o aterro sanitário em ceara mirim. ",01018/2019,requer,ver. aroldo alves- psdb assunto:      
440,"- requer que seja enviado ofício à semov, solicitando a manutenção e limpeza da lagoa da av. capitão mor gouveia nas adjacências da rua magnesita e da rua do sal  primeira etapa do conj. potilandia. ",01145/2019,pdt,ver. ary gomes 
441,"- requer que seja enviado ofício à semov, solicitando a urbanização, cercamento, manutenção e limpeza da lagoa do panatis  localizada na avenida paulistana / avenida acaraú / rua pacajus - potengi. ",01146/2019,pdt,ver. ary gomes 
442,"- requer que seja enviado ofício à semsur, solicitando a varrição, capinação, limpeza e pintura de meio fio da praça lourdes guilherme  localizada rua do cristal de rocha / rua do topázio / rua carvão de pedra - potilândia ",01147/2019,pdt,ver. ary gomes 
443,"- requer que seja enviado ofício à semov, solicitando operação tapa buraco na rua dos pegas, bairro quintas  natal rn. ",01075/2019,pros,ver.ª carla dickson 
444,"                                                                                                                                                                                                                                                 assunto:     - requer que seja enviado ofício à urbana, solicitando, limpeza de canteiro da ponte newton navarro, localizado no bairro santos reis, natal-rn. ",01076/2019,pros,ver.ª carla dickson 
445,"- requer que seja enviado ofício à semsur, solicitando podação de árvores, localizado na rua porto alegre, bairro cidade da esperança, cep: 59071-390 natal rn. ",01077/2019,pros,ver.ª carla dickson 
446,"que seja enviado ofício à urbana, solicitando limpeza de mato e lixo no canteiro da av. antônio basílio, entre a av. coronel estevam e a rua sampaio correia, dix-sept rosado, natal/rn. ",01038/2019,dem,ver. dagô do forró 
447,"que seja enviado ofício à semsur, solicitando a troca da lâmpada para uma lâmpada metálica do poste de frente a residência nº 3200, na rua marechal rondon, 3200  candelária, natal/rn. ",01044/2019,dem,ver. dagô do forró 
448,"que seja enviado ofício à semov, solicitando a operação tapa buracos na rua dos pajeús, dix-sept rosado, natal/rn. ",01045/2019,dem,ver. dagô do forró 
449,"que seja enviado ofício à semov, solicitando o capeamento asfáltico da rua doutor joão machado, bairro do alecrim. ",01000/2019,psdb,ver. dickson nasser júnior 
450,"que seja enviado ofício à semov, solicitando o capeamento asfáltico da rua manoel caetano, bairro da redinha. ",01001/2019,psdb,ver. dickson nasser júnior 
451,"que seja enviado ofício à semov, solicitando o capeamento asfáltico da rua vitória da conquista, no conjunto soledade, bairro potengi. ",01002/2019,psdb,ver. dickson nasser júnior 
452,"que seja enviado ofício à semov, solicitando a efetivação de emenda parlamentar ao orçamento de 2019, relativo à execução de obras de drenagem e pavimentação da tv. doutor pedro lopes cardoso, bairro pajuçara, natal, capital do estado do rio grande do norte. ",01106/2019,pmb,ver. dinarte torres 
453,"que seja enviado ofício à semov, solicitando a efetivação de emenda parlamentar ao orçamento de 2019, relativo à execução de obras de drenagem e pavimentação da rua poeta juvenal antunes, bairro pajuçara, natal, capital do estado do rio grande do norte. ",01107/2019,pmb,ver. dinarte torres 
454,"que seja enviado ofício à semov, solicitando a efetivação de emenda parlamentar ao orçamento de 2019, relativo à execução de obras de drenagem e pavimentação da travessa hirochi ienaga, bairro pajuçara, natal, capital do estado do rio grande do norte. ",01108/2019,pmb,ver. dinarte torres 
455,"que seja enviado a semov, em caráter de urgência, drenagem e pavimentação da 4ª travessa umuarama no conjunto santarém, zona norte. ",01113/2019,pt,vera. divaneide lula basílio 
456,"em caráter de urgência, a apreciação e aprovação no plenário da nota de repúdio contra a extinção do conselho nacional de direitos da pessoa com deficiência  conade, em nome da comissão de defesa dos direitos das pessoas com deficiência e mobilidade reduzida. ",01148/2019,pt,vera. divaneide lula basílio 
457,"ao pedido da comunidade solicito a recuperação da rua ibituda a partir do número 2414 até a rua são joão da barra. a comunidade tem reivindicado a realização dessa obra há muito tempo, especialmente por a rua já ser calçada. no ano de 2013, foi iniciado um esgotamento sanitário que nunca acabou, fazendo buracos na rua , causando, nos períodos de chuva, diversos transtornos para os moradores. ",01149/2019,pt,vera. divaneide lula basílio 
458,"que seja enviado ofício à semov, solicitando operação tapa buraco na avenida prudente de morais (sentido centro/sul), logo após a passagem de pedestre próxima a drogaria pague menos, no cruzamento com a avenida bernardo vieira, no bairro de lagoa nova. ",01084/2019,psl,vera. eleika bezerra 
459,"que seja enviado ofício à semov, solicitando operação tapa buraco no cruzamento da rua dionísio filgueira com a rua coronel joaquim manoel, no bairro de petrópolis. ",01085/2019,psl,vera. eleika bezerra 
460,"que seja enviado ofício à semov, solicitando operação tapa buraco na rua são josé, em trecho próximo ao cruzamento com a avenida alexandrino de alencar, no bairro de lagoa nova. ",01086/2019,psl,vera. eleika bezerra 
461,"solicitando em caráter de urgência a reposição dos refletores da academia da terceira idade localizada na praça tarcísio maia, situada na avenida das alagoas, conjunto pirangí, primeira etapa, bairro neópolis, natal/rn. ",01052/2019,requer,ver. felipe alves  mdb assunto:      
462,"solicitando em caráter de urgência a limpeza de toda a praça tarcísio maia, situada na avenida das alagoas, conjunto pirangí, primeira etapa, bairro neópolis, natal/rn. ",01053/2019,requer,ver. felipe alves  mdb assunto:      
463,"solicitando em caráter de urgência a retirada de lixos e entulhos na travessa serrinha com a abreulândia, bairro planalto, natal rn. ",01054/2019,requer,ver. felipe alves  mdb assunto:      
464," - requer que seja enviado ofício à semov, solicitando a drenagem e a reposição de paralelepípedos da rua reverendo willian porto, bairro nova descoberta, zona sul de natal/rn. ",01071/2019,pt,ver. fernando lucena 
465," - requer que seja enviado ofício à semov, solicitando a drenagem e a reposição de paralelepípedos da rua reverendo willian porto, bairro nova descoberta, zona sul de natal/rn. ",01072/2019,pt,ver. fernando lucena 
466," - requer que seja enviado ofício à semov, solicitando a manutenção e troca das grades de drenagens de concreto, da rua engenheiro marcelo cabral, bairro nova descoberta, zona sul de natal/rn ",01073/2019,pt,ver. fernando lucena 
467,"solicitando operação tapa buraco na rua mossoró, próximo a farmácia homeofórmula, no bairro do tirol. ",00988/2019,requer,ver. franklin capistrano- psb assunto:      
468,"solicitando a limpeza, capinação e iluminação da praça do largo interventor ubaldo bezerra, no bairro de candelária. ",00989/2019,requer,ver. franklin capistrano- psb assunto:      
469,"solicitando o concerto de galerias, na saída do túnel da ufrn em direção ao posto planalto, no bairro de candelária. ",00990/2019,requer,ver. franklin capistrano- psb assunto:      
470,"municipal de esporte e lazer  sel, solicitando a reforma da quadra de esportes do bairro da cidade da esperança, natal/rn. ",01022/2019,requer,ver. fúlvio saulo  sd assunto:      
471,"solicitando a limpeza da área interna da policlínica do bairro da cidade da esperança, natal/rn. ",01023/2019,requer,ver. fúlvio saulo  sd assunto:      
472,"solicitando a reparação do calçamento, na rua murilo de melo, entre a rua desembargador adauto maia e a av. amintas barros, no bairro de lagoa nova, natal/rn. ",01046/2019,requer,ver. fúlvio saulo  sd assunto:      
473,"- requer nos termos regimentais da câmara municipal do natal, requer nos termos regimentais da câmara municipal de natal, que seja marcado seção popular, com o seguinte tpronto atendimento- upa, video monitoramento, capeamento asfáltico da av. de genipabu, reforma e inserção da academia de 3º idade, na praça varela barca e ser realizada no dia 09 de maio do corrente ano as 19h na associação dos moradores de ponta negra e alagamar - ampa bairro: ponta negra. ",01031/2019,sd,ver. klaus araújo 
